Unnamed: 0,Name,Location,Year,Kilometers_Driven,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price,Fuel_Type_Electric,Fuel_Type_Petrol,Transmission_Manual,Car_Age,Price_per_km
4452,Toyota Innova Crysta 2.8 GX AT,Kochi,2019,14076,First,11.36,2755.0,171.5,7.0,20.74,19.4,False,False,False,5,0.0013782324524012502
4453,Maruti Zen Estilo 1.1 VXI BSIII,Ahmedabad,2007,75180,First,18.2,1061.0,64.0,5.0,11.48,1.65,False,True,True,17,2.194732641660016e-05
4454,Maruti Swift ZDi,Jaipur,2013,92000,Second,22.9,1248.0,74.0,5.0,11.48,4.35,False,False,True,11,4.728260869565217e-05
4455,Fiat Avventura MULTIJET Emotion,Hyderabad,2015,57266,First,20.5,1248.0,91.72,5.0,11.48,6.5,False,False,True,9,0.00011350539587189606
4456,Maruti Zen Estilo VXI BSIII,Delhi,2007,64000,First,18.2,998.0,67.1,5.0,11.48,1.11,False,True,True,17,1.734375e-05
4457,Renault Duster 85PS Diesel RxL,Mumbai,2013,41000,First,19.87,1461.0,83.8,5.0,11.48,5.5,False,False,True,11,0.00013414634146341464
4458,Mitsubishi Pajero 2.8 SFX,Delhi,2012,45999,First,10.5,2835.0,107.2,6.0,11.48,11.0,False,False,True,12,0.0002391356333833344
4459,Maruti Celerio VXI AT,Pune,2015,50000,First,23.1,998.0,67.04,5.0,11.48,3.9,False,True,False,9,7.8e-05
4460,Tata Indica V2 DLS BSIII,Pune,2013,70000,First,17.88,1405.0,48.21,5.0,11.48,1.8,False,False,True,11,2.5714285714285714e-05
4461,Hyundai Elite i20 Petrol Asta,Kochi,2016,37540,First,18.6,1197.0,81.86,5.0,11.48,6.22,False,True,True,8,0.00016568993074054343
4462,Maruti Celerio VXI AT,Hyderabad,2014,44000,First,23.1,998.0,67.04,5.0,11.48,4.3,False,True,False,10,9.772727272727273e-05
4463,Hyundai Grand i10 1.2 Kappa Asta,Hyderabad,2017,22500,First,18.9,1197.0,81.86,5.0,7.82,5.99,False,True,True,7,0.0002662222222222222
4464,Hyundai i20 1.2 Magna Executive,Delhi,2017,17431,First,18.6,1197.0,81.83,5.0,11.48,6.0,False,True,True,7,0.0003442143307899719
4465,Hyundai Verna 1.6 SX VTVT (O),Delhi,2014,61566,First,17.1,1591.0,121.3,5.0,11.48,5.85,False,True,True,10,9.501997855959458e-05
4466,Land Rover Freelander 2 SE,Kochi,2014,61730,First,12.39,2179.0,147.51,5.0,11.48,19.94,False,False,False,10,0.0003230196014903613
4467,Maruti Swift VXI BSIII,Chennai,2009,68000,First,16.1,1298.0,88.2,5.0,11.48,2.9,False,True,True,15,4.264705882352941e-05
4468,Honda Amaze SX i-VTEC,Mumbai,2014,29000,First,18.0,1198.0,86.7,5.0,11.48,4.25,False,True,True,10,0.00014655172413793104
4469,Toyota Corolla Altis Diesel D4DG,Hyderabad,2010,156210,First,21.43,1364.0,87.2,5.0,11.48,5.99,False,False,True,14,3.8345816529031434e-05
4470,Honda Amaze S Diesel,Kolkata,2013,46500,First,27.4,1498.0,98.6,5.0,8.54,3.3,False,False,True,11,7.096774193548386e-05
4471,Audi A6 3.0 TDI quattro,Coimbatore,2009,52830,Second,16.77,2967.0,241.38,5.0,11.48,8.08,False,False,False,15,0.00015294340336929774
4472,Maruti Wagon R VXI,Jaipur,2017,39867,First,22.5,998.0,67.04,5.0,5.44,4.5,False,True,True,7,0.00011287531040710362
4473,Honda Mobilio E i DTEC,Hyderabad,2014,58972,First,24.2,1498.0,98.6,7.0,11.48,6.5,False,False,True,10,0.00011022180017635488
4474,Honda CR-V 2.4 4WD AT,Bangalore,2006,66000,Second,10.1,2354.0,152.0,5.0,11.48,3.9,False,True,False,18,5.909090909090909e-05
4475,Hyundai Verna 1.6 SX VTVT (O),Delhi,2013,52000,First,17.1,1591.0,121.3,5.0,11.48,5.25,False,True,True,11,0.00010096153846153846
4476,Hyundai Santa Fe 4x4 AT,Bangalore,2014,58000,First,11.72,2199.0,194.3,7.0,11.48,17.0,False,False,False,10,0.0002931034482758621
4477,Hyundai i10 Sportz AT,Ahmedabad,2012,58000,First,16.95,1197.0,78.9,5.0,11.48,3.5,False,True,False,12,6.03448275862069e-05
4478,Ford Fusion Plus 1.4 TDCi Diesel,Hyderabad,2008,75000,Second,17.7,1399.0,68.0,5.0,11.48,3.0,False,False,True,16,4e-05
4479,Hyundai i10 Sportz,Coimbatore,2015,41008,Second,20.36,1197.0,78.9,5.0,11.48,4.87,False,True,True,9,0.00011875731564572767
4480,Hyundai Xcent 1.1 CRDi SX Option,Jaipur,2014,65000,First,24.4,1120.0,71.0,5.0,11.48,6.0,False,False,True,10,9.23076923076923e-05
4481,Skoda Superb Style 2.0 TDI AT,Mumbai,2015,19000,First,18.19,1968.0,174.5,5.0,36.94,15.5,False,False,False,9,0.0008157894736842105
4482,Ford Fiesta 1.4 Duratec EXI,Pune,2008,74000,Second,16.6,1388.0,68.0,5.0,11.48,1.6,False,True,True,16,2.1621621621621624e-05
4483,Maruti Baleno Zeta Automatic,Pune,2017,33000,First,21.4,1197.0,83.1,5.0,11.48,7.25,False,True,False,7,0.00021969696969696969
4484,Skoda Laura 1.9 TDI MT Ambiente,Mumbai,2010,95000,Second,17.0,1896.0,105.0,5.0,11.48,3.25,False,False,True,14,3.421052631578947e-05
4485,Volkswagen Vento 1.5 TDI Comfortline,Kolkata,2012,34000,First,20.64,1498.0,108.5,5.0,11.16,3.4,False,False,True,12,9.999999999999999e-05
4486,Audi Q7 3.0 TDI Quattro Technology,Coimbatore,2014,102865,First,12.07,2967.0,241.4,7.0,11.48,30.5,False,False,False,10,0.0002965051280804939
4487,Hyundai Verna VTVT 1.6 SX Option,Kochi,2016,52378,First,17.0,1591.0,121.3,5.0,13.6,7.97,False,True,True,8,0.00015216312192141738
4488,Mercedes-Benz New C-Class 220 CDI AT,Delhi,2012,38000,First,14.84,2143.0,170.0,5.0,11.48,13.51,False,False,False,12,0.00035552631578947367
4489,Honda Amaze S i-Dtech,Kochi,2015,60334,First,25.8,1498.0,98.6,5.0,11.48,5.43,False,False,True,9,8.999900553585043e-05
4490,Ford Fiesta 1.4 Duratec EXI Limited Edition,Chennai,2010,107000,First,16.6,1388.0,68.0,5.0,11.48,2.6,False,True,True,14,2.429906542056075e-05
4491,Hyundai i20 Magna Optional 1.2,Bangalore,2013,445000,First,18.5,1197.0,82.9,5.0,11.48,4.45,False,True,True,11,1e-05
4492,Maruti Alto 800 LXI,Kolkata,2017,2196,First,22.74,796.0,47.3,5.0,11.48,2.75,False,True,True,7,0.0012522768670309653
4493,BMW 5 Series 530i Sedan,Kolkata,2010,24000,First,10.6,2996.0,258.0,5.0,11.48,8.75,False,True,False,14,0.00036458333333333335
4494,Fiat Grande Punto 1.4 Emotion,Coimbatore,2015,44846,Second,14.6,1368.0,88.7,5.0,11.48,5.41,False,True,True,9,0.00012063506221290639
4495,Maruti Dzire AMT ZDI Plus,Kochi,2018,64035,First,28.4,1248.0,73.75,5.0,10.7,8.55,False,False,False,6,0.00013352073085031626
4496,Mahindra XUV500 W6 2WD,Mumbai,2014,45600,First,15.1,2179.0,140.0,7.0,11.48,8.25,False,False,True,10,0.00018092105263157896
4497,Volvo XC90 2007-2015 D5 AT AWD,Kochi,2014,102001,First,11.1,2400.0,200.0,7.0,11.48,23.58,False,False,False,10,0.00023117420417446887
4498,Hyundai i10 Sportz 1.2,Coimbatore,2014,47439,First,20.36,1197.0,78.9,5.0,11.48,4.49,False,True,True,10,9.464786357216636e-05
4499,Toyota Fortuner 3.0 Diesel,Hyderabad,2010,193254,First,11.5,2982.0,171.0,7.0,11.48,12.99,False,False,True,14,6.721723741811295e-05
4500,Tata Nano XTA,Bangalore,2016,29000,First,21.9,624.0,37.48,4.0,11.48,2.8,False,True,False,8,9.655172413793103e-05
4501,Renault Lodgy 110PS RxZ 8 Seater,Coimbatore,2016,51681,First,19.98,1461.0,108.5,8.0,11.48,8.43,False,False,True,8,0.00016311603877633947
4502,Audi Q7 3.0 TDI Quattro Premium Plus,Hyderabad,2015,50000,First,12.07,2967.0,241.4,7.0,11.48,47.5,False,False,False,9,0.00095
4503,Honda City i VTEC CVT VX,Mumbai,2016,42666,First,18.0,1497.0,117.3,5.0,11.48,8.95,False,True,False,8,0.00020976890263910372
4504,Renault Duster 110PS Diesel RxL,Jaipur,2013,65000,Second,19.01,1461.0,108.45,5.0,11.48,5.5,False,False,True,11,8.461538461538461e-05
4505,Honda Amaze S i-VTEC,Jaipur,2014,18776,First,17.8,1198.0,86.7,5.0,11.48,4.75,False,True,True,10,0.0002529825308904985
4506,Honda Amaze S i-Vtech,Jaipur,2016,6714,First,18.0,1198.0,86.7,5.0,11.48,4.75,False,True,True,8,0.0007074769139112303
4507,BMW 3 Series 320i,Pune,2009,40000,Second,12.05,1995.0,154.0,5.0,11.48,9.5,False,True,False,15,0.0002375
4508,Maruti Ritz LDi,Coimbatore,2011,88539,First,23.2,1248.0,73.94,5.0,11.48,3.77,False,False,True,13,4.258010594201425e-05
4509,Honda City 1.5 S MT,Delhi,2012,65055,Second,17.0,1497.0,118.0,5.0,11.48,4.25,False,True,True,12,6.532933671508723e-05
4510,BMW 3 Series 320d Sport Line,Mumbai,2014,23000,First,18.88,1995.0,184.0,5.0,11.48,19.9,False,False,False,10,0.0008652173913043478
4511,Volkswagen Jetta 2007-2011 1.9 TDI Trendline,Chennai,2009,60000,First,15.0,1896.0,105.0,5.0,11.48,4.0,False,False,True,15,6.666666666666667e-05
4512,Maruti Swift Dzire LXI,Kochi,2013,59350,First,19.1,1197.0,85.8,5.0,11.48,4.16,False,True,True,11,7.009267059814659e-05
4513,Jaguar XF 2.2 Litre Executive,Bangalore,2015,19000,Second,16.36,2179.0,187.7,5.0,11.48,38.0,False,False,False,9,0.002
4514,Hyundai Xcent 1.2 Kappa AT SX Option,Kochi,2016,45560,First,16.9,1197.0,82.0,5.0,11.48,6.34,False,True,False,8,0.0001391571553994732
4515,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Pune,2009,118000,First,12.8,2494.0,102.0,8.0,11.48,4.5,False,False,True,15,3.813559322033898e-05
4516,Maruti Eeco 7 Seater Standard,Chennai,2016,55000,First,15.1,1196.0,73.0,7.0,4.87,3.75,False,True,True,8,6.818181818181818e-05
4517,Audi A4 New 2.0 TDI Multitronic,Delhi,2012,60000,Second,15.2,1968.0,140.8,5.0,11.48,10.2,False,False,False,12,0.00016999999999999999
4518,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Chennai,2007,145000,First,12.8,2494.0,102.0,8.0,11.48,5.0,False,False,True,17,3.4482758620689657e-05
4519,Maruti Grand Vitara MT,Mumbai,2008,46810,First,9.8,1995.0,163.5,5.0,11.48,3.95,False,True,True,16,8.438367870113224e-05
4520,Volkswagen Vento 1.5 TDI Highline,Coimbatore,2016,62767,First,20.34,1498.0,103.2,5.0,11.48,9.75,False,False,True,8,0.0001553364028868673
4521,Hyundai Elite i20 Petrol Asta,Kochi,2018,18553,First,18.6,1197.0,81.86,5.0,11.48,7.93,False,True,True,6,0.0004274241362582871
4522,Ford Fiesta Classic 1.4 Duratorq CLXI,Hyderabad,2011,143143,First,17.8,1399.0,67.0,5.0,11.48,2.1,False,False,True,13,1.4670644041273412e-05
4523,Mitsubishi Pajero Sport 4X4,Coimbatore,2015,53497,First,13.5,2477.0,175.56,7.0,34.6,16.42,False,False,True,9,0.0003069330990522833
4524,Hyundai Santa Fe 4X4,Bangalore,2011,148000,Second,14.66,2199.0,194.3,7.0,11.48,8.9,False,False,True,13,6.013513513513514e-05
4525,Mahindra XUV500 W8 2WD,Pune,2012,95000,First,15.1,2179.0,140.0,7.0,11.48,7.21,False,False,True,12,7.589473684210526e-05
4526,Toyota Innova 2.5 V Diesel 8-seater,Chennai,2015,100000,First,12.8,2494.0,102.0,8.0,11.48,13.5,False,False,True,9,0.000135
4527,Mercedes-Benz GLE 350d,Chennai,2016,29000,First,11.57,2987.0,254.79,5.0,92.79,65.0,False,False,False,8,0.0022413793103448275
4528,Mahindra Scorpio 2009-2014 SLE 7S BSIV,Bangalore,2014,87000,First,12.05,2179.0,120.0,7.0,11.48,7.4,False,False,True,10,8.505747126436782e-05
4529,Honda City 1.5 S AT,Kochi,2014,56838,First,16.8,1497.0,118.0,5.0,11.48,5.15,False,True,False,10,9.060839579154792e-05
4530,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Pune,2013,100000,First,12.0,2987.0,224.0,7.0,11.48,32.0,False,False,False,11,0.00032
4531,Honda City 1.5 S MT,Kolkata,2011,125000,First,17.0,1497.0,118.0,5.0,11.48,3.25,False,True,True,13,2.6e-05
4532,Maruti Wagon R VXI AMT,Kolkata,2017,17000,First,22.5,998.0,67.0,5.0,5.8,3.95,False,True,False,7,0.0002323529411764706
4533,Tata Indigo eCS GLE BSIII,Pune,2013,70000,Second,15.4,1193.0,65.0,5.0,11.48,1.5,False,True,True,11,2.1428571428571428e-05
4534,Hyundai i20 2015-2017 1.2 Asta with AVN,Pune,2010,50000,Second,17.0,1197.0,80.0,5.0,11.48,3.0,False,True,True,14,6e-05
4535,Honda Jazz Active,Kolkata,2010,39800,First,16.0,1198.0,90.0,5.0,11.48,1.99,False,True,True,14,5e-05
4536,Maruti A-Star Lxi,Kolkata,2010,60000,First,19.0,998.0,66.1,5.0,11.48,1.35,False,True,True,14,2.25e-05
4537,BMW 3 Series 320d Highline,Hyderabad,2009,58000,First,16.07,1995.0,181.0,5.0,11.48,13.5,False,False,False,15,0.00023275862068965517
4538,Skoda Yeti Elegance,Hyderabad,2010,110009,First,17.67,1968.0,138.08,5.0,11.48,6.99,False,False,True,14,6.354025579725296e-05
4539,Nissan Terrano XV Premium 110 PS,Hyderabad,2013,85000,First,19.01,1461.0,108.5,5.0,11.48,8.5,False,False,True,11,0.0001
4540,Volkswagen Polo Diesel Comfortline 1.2L,Pune,2010,84000,Second,22.07,1199.0,73.9,5.0,11.48,2.89,False,False,True,14,3.440476190476191e-05
4541,BMW 3 Series 320d,Mumbai,2011,51000,First,22.69,1995.0,190.0,5.0,47.87,10.5,False,False,False,13,0.00020588235294117648
4542,Nissan Sunny 2011-2014 XL,Kochi,2013,68880,First,16.95,1498.0,97.7,5.0,11.48,3.97,False,True,True,11,5.763646922183508e-05
4543,Maruti Alto K10 VXI AGS,Chennai,2017,5500,First,24.07,998.0,67.1,5.0,11.48,4.25,False,True,False,7,0.0007727272727272727
4544,Maruti Ritz ZXI,Coimbatore,2016,40052,First,21.1,1197.0,85.8,5.0,11.48,6.17,False,True,True,8,0.00015404973534405273
4545,Audi Q5 30 TDI quattro Premium Plus,Coimbatore,2016,47293,First,14.16,1968.0,174.3,5.0,11.48,38.72,False,False,False,8,0.0008187258156598227
4546,Hyundai Verna CRDi SX,Hyderabad,2013,79663,First,16.8,1493.0,110.0,5.0,11.48,6.5,False,False,True,11,8.15937135181954e-05
4547,Honda Amaze S i-Dtech,Jaipur,2013,63000,Second,25.8,1498.0,98.6,5.0,11.48,4.25,False,False,True,11,6.746031746031745e-05
4548,Honda City i DTEC SV,Kolkata,2014,45000,First,26.0,1498.0,98.6,5.0,11.48,4.75,False,False,True,10,0.00010555555555555555
4549,Toyota Fortuner TRD Sportivo 2.8 2WD AT,Kochi,2014,56501,First,12.9,2755.0,174.5,7.0,11.48,17.71,False,False,False,10,0.00031344577972071294
4550,Volkswagen Vento 1.5 TDI Highline,Jaipur,2015,58000,First,20.34,1498.0,103.2,5.0,11.48,5.85,False,False,True,9,0.00010086206896551724
4551,BMW 5 Series 520d Luxury Line,Coimbatore,2011,51602,First,22.48,1995.0,190.0,5.0,63.71,17.27,False,False,False,13,0.00033467695050579436
4552,BMW 3 Series 320d Sedan,Hyderabad,2007,74199,First,16.07,1995.0,181.0,5.0,11.48,9.25,False,False,False,17,0.00012466475289424385
4553,Hyundai Creta 1.6 SX Plus Petrol Automatic,Ahmedabad,2017,25000,First,13.0,1591.0,121.3,5.0,11.48,12.75,False,True,False,7,0.00051
4554,BMW 3 Series Luxury Line,Pune,2016,70000,Second,21.76,1995.0,190.0,5.0,62.11,27.0,False,False,False,8,0.0003857142857142857
4555,Mercedes-Benz New C-Class C 220 CDI BE Avantgare,Bangalore,2013,25000,Second,14.84,2143.0,167.62,5.0,11.48,21.0,False,False,False,11,0.00084
4556,Maruti Swift Dzire VDI,Hyderabad,2017,22000,First,26.59,1248.0,74.0,5.0,11.48,7.95,False,False,True,7,0.0003613636363636364
4557,Maruti Celerio ZXI,Hyderabad,2015,47020,Second,23.1,998.0,67.04,5.0,11.48,4.5,False,True,True,9,9.57039557635049e-05
4558,BMW 3 Series 320d GT Luxury Line,Mumbai,2017,8000,First,19.59,1995.0,187.74,5.0,11.48,33.75,False,False,False,7,0.00421875
4559,Audi Q7 4.2 TDI Quattro Technology,Delhi,2010,73000,First,11.33,4134.0,335.2,7.0,11.48,17.51,False,False,False,14,0.00023986301369863017
4560,Honda Jazz V,Kochi,2017,36973,First,18.2,1199.0,88.7,5.0,8.71,6.8,False,True,True,7,0.00018391799421199254
4561,Tata Nano Cx BSIV,Coimbatore,2014,42083,First,25.4,624.0,37.48,4.0,11.48,1.68,False,True,True,10,3.9921108286006226e-05
4562,Maruti Alto 800 2016-2019 LXI,Chennai,2016,61000,First,24.7,796.0,47.3,5.0,11.48,2.9,False,True,True,8,4.754098360655738e-05
4563,Maruti Wagon R VXI,Mumbai,2014,43628,First,22.5,998.0,67.04,5.0,5.61,3.16,False,True,True,10,7.243054918859449e-05
4564,Hyundai Xcent 1.1 CRDi Base,Jaipur,2014,60000,First,24.4,1120.0,71.0,5.0,11.48,3.9,False,False,True,10,6.5e-05
4565,Chevrolet Beat LT,Delhi,2010,54000,Second,17.8,1199.0,76.8,5.0,11.48,1.95,False,True,True,14,3.611111111111111e-05
4566,Jaguar XF 2.2 Litre Luxury,Kochi,2015,27001,First,16.36,2179.0,187.7,5.0,11.48,26.52,False,False,False,9,0.0009821858449687048
4567,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2010,52000,First,18.33,1968.0,167.7,5.0,11.48,9.0,False,False,False,14,0.00017307692307692307
4568,Hyundai i20 Asta 1.4 CRDi,Hyderabad,2012,80000,First,21.27,1396.0,88.76,5.0,11.48,4.5,False,False,True,12,5.625e-05
4569,Mitsubishi Pajero 2.8 SFX,Chennai,2008,160000,First,10.5,2835.0,107.2,6.0,11.48,8.75,False,False,True,16,5.46875e-05
4570,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,Chennai,2018,3300,First,24.3,1248.0,88.5,5.0,12.88,11.5,False,False,False,6,0.0034848484848484847
4571,Maruti Alto K10 LXI,Delhi,2016,35027,First,24.07,998.0,67.1,5.0,3.91,3.0,False,True,True,8,8.56482142347332e-05
4572,Hyundai EON Magna Plus,Coimbatore,2015,26568,First,21.1,814.0,55.2,5.0,11.48,3.79,False,True,True,9,0.00014265281541704305
4573,Maruti Ciaz VDi Plus SHVS,Ahmedabad,2015,59000,First,28.09,1248.0,88.5,5.0,11.48,6.0,False,False,True,9,0.00010169491525423729
4574,Hyundai Creta 1.6 CRDi SX Option,Bangalore,2016,51000,First,19.67,1582.0,126.2,5.0,11.48,13.25,False,False,True,8,0.0002598039215686275
4575,Skoda Superb Ambition 2.0 TDI CR AT,Delhi,2012,56400,First,17.2,1968.0,138.1,5.0,11.48,8.0,False,False,False,12,0.00014184397163120567
4576,Volkswagen Polo 1.5 TDI Highline,Hyderabad,2015,80000,First,20.14,1498.0,88.8,5.0,11.48,5.8,False,False,True,9,7.25e-05
4577,BMW 5 Series 520d Sedan,Delhi,2012,72000,Third,18.48,1497.0,98.6,,11.48,13.85,False,False,False,12,0.0001923611111111111
4578,Toyota Innova 2.5 VX (Diesel) 7 Seater,Hyderabad,2013,107000,Second,12.99,2494.0,100.6,7.0,11.48,13.5,False,False,True,11,0.00012616822429906542
4579,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Pune,2014,100000,First,14.21,2143.0,203.0,5.0,11.48,25.0,False,False,False,10,0.00025
4580,Volkswagen Polo 1.5 TDI Highline,Kochi,2016,59998,First,20.14,1498.0,88.8,5.0,11.48,5.49,False,False,True,8,9.150305010167005e-05
4581,Audi Q3 2.0 TDI,Hyderabad,2013,105000,First,17.32,1968.0,150.0,5.0,11.48,19.0,False,False,False,11,0.00018095238095238095
4582,Hyundai i20 1.2 Magna,Kolkata,2011,36000,First,18.5,1197.0,80.0,5.0,11.48,2.5,False,True,True,13,6.944444444444444e-05
4583,Hyundai i10 Sportz 1.1L,Kolkata,2015,24350,Second,19.81,1086.0,68.05,5.0,11.48,3.0,False,True,True,9,0.00012320328542094456
4584,Tata Tigor 1.05 Revotorq XT,Kochi,2018,28973,First,24.7,1047.0,69.0,5.0,11.48,6.64,False,False,True,6,0.0002291788906913333
4585,Hyundai EON Era,Kochi,2017,8243,First,21.1,814.0,55.2,5.0,11.48,3.21,False,True,True,7,0.0003894213271867039
4586,Hyundai Santro Xing GLS,Chennai,2009,136642,Second,17.92,1086.0,62.1,5.0,11.48,1.55,False,True,True,15,1.1343510779994438e-05
4587,Hyundai Santro Xing GLS,Hyderabad,2011,60000,First,17.92,1086.0,62.1,5.0,11.48,2.59,False,True,True,13,4.316666666666666e-05
4588,Mahindra Scorpio SLX,Chennai,2008,100000,Second,12.7,2609.0,120.0,8.0,11.48,4.0,False,False,True,16,4e-05
4589,Honda City i-VTEC S,Jaipur,2010,48689,First,17.4,1497.0,117.3,5.0,11.48,3.87,False,True,True,14,7.948407237774446e-05
4590,Maruti Vitara Brezza ZDi,Bangalore,2017,45000,First,24.3,1248.0,88.5,5.0,11.0,9.75,False,False,True,7,0.00021666666666666666
4591,Audi A4 35 TDI Technology Edition,Kochi,2019,38163,First,17.11,1968.0,174.33,5.0,11.48,32.91,False,False,False,5,0.0008623535885543588
4592,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Chennai,2011,43800,Second,14.21,2143.0,203.0,5.0,11.48,16.75,False,False,False,13,0.00038242009132420093
4593,Honda Civic 2006-2010 1.8 MT Sport,Jaipur,2007,92000,First,13.5,1799.0,130.0,5.0,11.48,1.9,False,True,True,17,2.0652173913043476e-05
4594,Hyundai i20 Magna 1.2,Kochi,2017,14064,First,18.6,1197.0,81.83,5.0,11.48,6.59,False,True,True,7,0.0004685722411831627
4595,Audi Q3 35 TDI Quattro Premium Plus,Coimbatore,2017,42366,First,15.73,1968.0,174.33,5.0,11.48,31.93,False,False,False,7,0.0007536703960723221
4596,Honda City i DTEC VX,Jaipur,2014,76551,First,25.1,1498.0,98.6,5.0,11.48,7.25,False,False,True,10,9.470810309466891e-05
4597,Hyundai i10 Era 1.1 iTech SE,Pune,2008,72672,First,19.81,1086.0,68.05,5.0,11.48,1.9,False,True,True,16,2.614487010127697e-05
4598,Maruti Swift VDI BSIV,Kolkata,2015,45000,First,25.2,1248.0,74.0,5.0,11.48,3.55,False,False,True,9,7.888888888888888e-05
4599,Ford Endeavour 3.0L 4X4 AT,Hyderabad,2012,91696,First,11.4,2953.0,153.86,7.0,11.48,9.25,False,False,False,12,0.00010087681032978538
4600,Ford Ikon 1.3 Flair,Kochi,2009,66484,First,13.8,1299.0,70.0,5.0,11.48,1.65,False,True,True,15,2.4818001323626737e-05
4601,BMW X1 sDrive 20d xLine,Coimbatore,2019,15456,First,20.68,1995.0,190.0,5.0,48.18,36.64,False,False,False,5,0.002370600414078675
4602,Mercedes-Benz E-Class 2009-2013 E250 CDI Classic,Mumbai,2011,55000,Second,14.21,2143.0,203.0,5.0,11.48,16.0,False,False,False,13,0.0002909090909090909
4604,Honda Jazz Select Edition,Pune,2011,98000,First,16.7,1497.0,98.6,,11.48,3.15,False,True,True,13,3.2142857142857144e-05
4605,Honda Amaze S i-Dtech,Ahmedabad,2014,61297,First,25.8,1498.0,98.6,5.0,11.48,4.35,False,False,True,10,7.096595265673687e-05
4606,Maruti Zen LXi - BS III,Hyderabad,2006,80000,Second,17.3,993.0,60.0,5.0,11.48,1.2,False,True,True,18,1.4999999999999999e-05
4607,Hyundai i20 Magna,Jaipur,2013,59000,Second,18.5,1197.0,80.0,5.0,11.48,4.1,False,True,True,11,6.94915254237288e-05
4608,BMW X5 3.0d,Chennai,2009,150000,First,11.0,2993.0,235.0,5.0,11.48,18.75,False,False,False,15,0.000125
4609,Hyundai Creta 1.6 CRDi SX Option,Coimbatore,2017,60083,First,19.67,1582.0,126.2,5.0,11.48,13.78,False,False,True,7,0.00022934939999667126
4610,Maruti Swift Dzire LDI,Kolkata,2016,85450,First,26.59,1248.0,74.0,5.0,11.48,4.0,False,False,True,8,4.6811000585137505e-05
4611,Maruti Swift VDI,Jaipur,2013,88000,First,22.9,1248.0,74.0,5.0,11.48,4.33,False,False,True,11,4.9204545454545455e-05
4612,Hyundai Grand i10 1.2 CRDi Asta,Kochi,2015,81828,First,24.0,1186.0,73.97,5.0,8.68,5.43,False,False,True,9,6.635870362223199e-05
4613,Ford Figo Aspire 1.2 Ti-VCT Trend,Mumbai,2016,18000,First,18.16,1196.0,86.8,5.0,11.48,4.9,False,True,True,8,0.00027222222222222226
4614,BMW X5 X5 M,Chennai,2017,15000,First,15.97,2993.0,258.0,5.0,11.48,70.0,False,False,False,7,0.004666666666666667
4615,Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Kolkata,2016,34000,First,11.78,2143.0,167.62,5.0,11.48,25.5,False,False,False,8,0.00075
4616,Hyundai Grand i10 AT Asta,Ahmedabad,2015,46000,First,18.9,1197.0,82.0,5.0,11.48,5.1,False,True,False,9,0.0001108695652173913
4617,Hyundai Verna 1.6 SX CRDi (O),Hyderabad,2013,48158,First,22.32,1582.0,126.32,5.0,11.48,6.7,False,False,True,11,0.0001391253789609203
4618,BMW 5 Series 525d Sedan,Hyderabad,2013,93000,First,16.73,2993.0,218.0,5.0,11.48,26.5,False,False,False,11,0.0002849462365591398
4619,Nissan Micra Diesel XV Premium,Ahmedabad,2013,71007,First,23.08,1461.0,63.1,5.0,11.48,3.9,False,False,True,11,5.49241624065233e-05
4620,Maruti SX4 ZXI MT BSIV,Pune,2010,63067,Second,15.5,1586.0,103.3,5.0,11.48,2.7,False,True,True,14,4.281161304644267e-05
4621,Tata Manza Aura Quadrajet BS IV,Hyderabad,2011,70259,First,21.12,1248.0,88.8,5.0,11.48,2.95,False,False,True,13,4.198750338034985e-05
4622,Audi A4 2.0 TDI Multitronic,Ahmedabad,2015,13000,First,16.55,1968.0,140.0,5.0,11.48,23.0,False,False,False,9,0.0017692307692307693
4623,Maruti Swift Ldi BSIV,Pune,2009,140000,Second,17.8,1248.0,75.0,5.0,11.48,2.49,False,False,True,15,1.7785714285714286e-05
4624,Maruti Swift LDI Optional,Jaipur,2015,130000,First,25.2,1248.0,74.0,5.0,11.48,4.5,False,False,True,9,3.461538461538462e-05
4625,Toyota Corolla Altis Diesel D4DJ,Delhi,2011,89401,First,21.43,1364.0,87.2,5.0,11.48,4.5,False,False,True,13,5.033500743839555e-05
4626,Honda Jazz 1.5 VX i DTEC,Hyderabad,2015,67000,First,27.3,1498.0,98.6,5.0,11.48,6.9,False,False,True,9,0.00010298507462686567
4627,BMW 6 Series 650i Coupe,Kochi,2010,65329,First,7.94,4395.0,450.0,4.0,11.48,20.72,False,True,False,14,0.00031716389352355
4628,Skoda Fabia 1.2 Petrol Active,Jaipur,2010,72000,First,16.25,1198.0,73.9,5.0,11.48,2.21,False,True,True,14,3.0694444444444444e-05
4630,Land Rover Freelander 2 HSE,Mumbai,2011,82000,Second,12.35,2179.0,187.74,5.0,11.48,13.9,False,False,False,13,0.00016951219512195123
